                                                 28 Nov 2023 15:59:33
Civil Air Patrol Use Only
FigureOfMerit-revisittime


                         Coverage Properties                         
---------------------------------------------------------------------
LatLon Region Coverage                                               
Grid Altitude: 0.0000 (km)                                           
Ground Altitude set from grid altitude reference (On ellipsoid)      
Resolution: 1.0000 (deg)                                             
Number of Points: 14472                                              
Assets required for a valid access: At Least 1                       
Assigned Assets:                                                     
    Satellite/mysat/Sensor/mysen:    Active                          
Access Interval: 28 Nov 2023 04:00:00.000 to 29 Nov 2023 04:00:00.000
Regional Acceleration: Automatic                                     
Light time delay: Ignored                                            
Maximum Sampling Time Step: 360.000 secs                             
Minimum Sampling Time Step: 0.010 secs                               
Time Convergence: 5.000e-03 secs                                     
Value Convergence: Relative 1.000e-08 - Absolute 1.000e-14           


                 FOM Properties                 
------------------------------------------------
Maximum Revisit Time                            
Minimum number of assets required: 1            
Gaps at ends of analysis interval are considered
Satisfaction is not enabled                     
FOM value range check is not enabled.           


Latitude (deg)    Longitude (deg)    FOM Value (sec)
        17.143            295.263          36836.914
        17.143            296.316          36835.523
        17.143            297.368          36857.957
        17.143            298.421          42453.480
        17.143            299.474          42436.490
        17.143            300.526          42422.467
        17.143            301.579          42410.935
        17.143            302.632          42401.594
        17.143            303.684          42394.220
        17.143            304.737          42388.671
        17.143            305.789          42384.852
        17.143            306.842          42382.685
        17.143            307.895          42382.144
        17.143            308.947          42383.218
        17.143            310.000          42385.929
        17.143            311.053          42390.312
        17.143            312.105          42396.444
        17.143            313.158          42404.447
        17.143            314.211          42414.483
        17.143            315.263          42426.793
        17.143            316.316          42441.732
        17.143            317.368          42459.849
        17.143            318.421          36846.799
        17.143            319.474          36833.790
        17.143            320.526          36842.073
        17.143            321.579          36892.240
        17.143            322.632          42445.136
        17.143            323.684          42429.599
        17.143            324.737          42416.789
        17.143            325.789          42406.315
        17.143            326.842          42397.918
        17.143            327.895          42391.408
        17.143            328.947          42386.675
        17.143            330.000          42383.637
        17.143            331.053          42382.236
        17.143            332.105          42382.446
        17.143            333.158          42384.281
        17.143            334.211          42387.760
        17.143            335.263          42392.950
        17.143            336.316          42399.946
        17.143            337.368          42408.868
        17.143            338.421          42419.932
        17.143            339.474          42433.412
        17.143            340.526          42449.754
        17.143            341.579          36868.366
        17.143            342.632          36837.734
        17.143            343.684          36835.000
        17.143            344.737          36855.281
        17.143            345.789          42454.718
        17.143            346.842          42437.506
        17.143            347.895          42423.307
        17.143            348.947          42411.624
        17.143            350.000          42402.146
        17.143            351.053          42394.647
        17.143            352.105          42388.982
        17.143            353.158          42385.051
        17.143            354.211          42382.778
        17.143            355.263          42382.130
        17.143            356.316          42383.102
        17.143            357.368          42385.699
        17.143            358.421          42389.971
        17.143            359.474          42395.985
        18.095              0.526          42441.503
        18.095              1.579          42452.047
        18.095              2.632          42465.069
        18.095              3.684          42481.014
        18.095              4.737          42500.614
        18.095              5.789          36940.334
        18.095              6.842          36908.898
        18.095              7.895          36921.696
        18.095              8.947          42508.199
        18.095             10.000          42487.125
        18.095             11.053          42470.052
        18.095             12.105          42456.109
        18.095             13.158          42444.780
        18.095             14.211          42435.721
        18.095             15.263          42428.702
        18.095             16.316          42423.585
        18.095             17.368          42420.264
        18.095             18.421          42418.671
        18.095             19.474          42418.785
        18.095             20.526          42420.604
        18.095             21.579          42424.160
        18.095             22.632          42429.525
        18.095             23.684          42436.798
        18.095             24.737          42446.143
        18.095             25.789          42457.791
        18.095             26.842          42472.112
        18.095             27.895          42489.656
        18.095             28.947          42511.353
        18.095             30.000          36917.427
        18.095             31.053          36909.949
        18.095             32.105          36955.827
        18.095             33.158          42497.787
        18.095             34.211          42478.716
        18.095             35.263          42463.187
        18.095             36.316          42450.515
        18.095             37.368          42440.281
        18.095             38.421          42432.199
        18.095             39.474          42426.086
        18.095             40.526          42421.813
        18.095             41.579          42419.304
        18.095             42.632          42418.513
        18.095             43.684          42419.419
        18.095             44.737          42422.045
        18.095             45.789          42426.430
        18.095             46.842          42432.671
        18.095             47.895          42440.889
        18.095             48.947          42451.280
        18.095             50.000          42464.129
        18.095             51.053          42479.862
        18.095             52.105          42499.192
        18.095             53.158          36946.742
        18.095             54.211          36909.346
        18.095             55.263          36919.421
        18.095             56.316          39700.514
        18.095             57.368          39686.699
        18.095             58.421          39676.412
        18.095             59.474          39668.737
        18.095             60.526          39663.115
        18.095             61.579          39659.178
        18.095             62.632          39656.662
        18.095             63.684          39655.382
        18.095             64.737          39655.192
        18.095             65.789          39655.979
        18.095             66.842          39657.655
        18.095             67.895          39660.152
        18.095             68.947          39663.402
        18.095             70.000          39667.361
        18.095             71.053          39671.989
        18.095             72.105          39677.253
        18.095             73.158          39683.120
        18.095             74.211          39689.575
        18.095             75.263          39696.594
        18.095             76.316          39704.163
        18.095             77.368          34094.734
        18.095             78.421          34056.133
        18.095             79.474          34032.876
        18.095             80.526          34016.561
        18.095             81.579          34004.544
        18.095             82.632          33995.564
        18.095             83.684          33988.903
        18.095             84.737          33984.105
        18.095             85.789          33980.863
        18.095             86.842          33978.942
        18.095             87.895          33978.187
        18.095             88.947          33978.466
        18.095             90.000          33979.678
        18.095             91.053          33981.743
        18.095             92.105          33984.596
        18.095             93.158          33988.183
        18.095             94.211          33992.459
        18.095             95.263          33997.392
        18.095             96.316          34002.943
        18.095             97.368          34009.089
        18.095             98.421          34015.809
        18.095             99.474          34023.085
        18.095            100.526          28465.085
        18.095            101.579          28396.607
        18.095            102.632          28367.142
        18.095            103.684          28347.627
        18.095            104.737          28333.531
        18.095            105.789          28323.045
        18.095            106.842          28315.218
        18.095            107.895          28309.473
        18.095            108.947          28305.435
        18.095            110.000          28302.832
        18.095            111.053          28301.475
        18.095            112.105          28301.217
        18.095            113.158          28301.943
        18.095            114.211          28303.563
        18.095            115.263          28306.008
        18.095            116.316          28309.210
        18.095            117.368          28313.123
        18.095            118.421          28317.709
        18.095            119.474          28322.931
        18.095            240.526          42430.802
        18.095            241.579          42438.468
        18.095            242.632          42448.252
        18.095            243.684          42460.400
        18.095            244.737          42475.304
        18.095            245.789          42493.568
        18.095            246.842          42516.258
        18.095            247.895          36912.861
        18.095            248.947          36912.743
        18.095            250.000          42516.413
        18.095            251.053          42493.698
        18.095            252.105          42475.398
        18.095            253.158          42460.475
        18.095            254.211          42448.311
        18.095            255.263          42438.522
        18.095            256.316          42430.838
        18.095            257.368          42425.101
        18.095            258.421          42421.181
        18.095            259.474          42419.012
        18.095            260.526          42418.559
        18.095            261.579          42419.802
        18.095            262.632          42422.769
        18.095            263.684          42427.511
        18.095            264.737          42434.132
        18.095            265.789          42442.764
        18.095            266.842          42453.610
        18.095            267.895          42466.984
        18.095            268.947          42483.364
        18.095            270.000          42503.526
        18.095            271.053          36931.127
        18.095            272.105          36908.447
        18.095            273.158          36927.295
        18.095            274.211          42505.150
        18.095            275.263          42484.674
        18.095            276.316          42468.052
        18.095            277.368          42454.478
        18.095            278.421          42443.465
        18.095            279.474          42434.681
        18.095            280.526          42427.923
        18.095            281.579          42423.047
        18.095            282.632          42419.958
        18.095            283.684          42418.589
        18.095            284.737          42418.931
        18.095            285.789          42420.971
        18.095            286.842          42424.760
        18.095            287.895          42430.370
        18.095            288.947          42437.905
        18.095            290.000          42447.537
        18.095            291.053          42459.513
        18.095            292.105          42474.223
        18.095            293.158          42492.247
        18.095            294.211          42514.596
        18.095            295.263          36914.171
        18.095            296.316          36911.639
        18.095            297.368          42518.104
        18.095            298.421          42495.042
        18.095            299.474          42476.489
        18.095            300.526          42461.367
        18.095            301.579          42449.035
        18.095            302.632          42439.101
        18.095            303.684          42431.283
        18.095            304.737          42425.421
        18.095            305.789          42421.384
        18.095            306.842          42419.102
        18.095            307.895          42418.536
        18.095            308.947          42419.667
        18.095            310.000          42422.520
        18.095            311.053          42427.143
        18.095            312.105          42433.637
        18.095            313.158          42442.127
        18.095            314.211          42452.824
        18.095            315.263          42466.022
        18.095            316.316          42482.181
        18.095            317.368          42502.058
        18.095            318.421          36935.290
        18.095            319.474          36908.598
        18.095            320.526          36924.298
        18.095            321.579          42506.664
        18.095            322.632          42485.891
        18.095            323.684          42469.045
        18.095            324.737          42455.288
        18.095            325.789          42444.117
        18.095            326.842          42435.195
        18.095            327.895          42428.309
        18.095            328.947          42423.312
        18.095            330.000          42420.107
        18.095            331.053          42418.627
        18.095            332.105          42418.857
        18.095            333.158          42420.784
        18.095            334.211          42424.456
        18.095            335.263          42429.944
        18.095            336.316          42437.347
        18.095            337.368          42446.836
        18.095            338.421          42458.646
        18.095            339.474          42473.160
        18.095            340.526          42490.943
        18.095            341.579          42512.964
        18.095            342.632          36915.687
        18.095            343.684          36910.711
        18.095            344.737          42519.823
        18.095            345.789          42496.405
        18.095            346.842          42477.595
        18.095            347.895          42462.271
        18.095            348.947          42449.773
        18.095            350.000          42439.687
        18.095            351.053          42431.737
        18.095            352.105          42425.750
        18.095            353.158          42421.595
        18.095            354.211          42419.199
        18.095            355.263          42418.522
        18.095            356.316          42419.539
        18.095            357.368          42422.279
        18.095            358.421          42426.782
        18.095            359.474          42433.150
        19.048              0.526          42480.107
        19.048              1.579          42491.401
        19.048              2.632          42505.453
        19.048              3.684          42522.865
        19.048              4.737          42544.653
        19.048              5.789          42572.835
        19.048              6.842          36998.118
        19.048              7.895          42584.431
        19.048              8.947          42553.231
        19.048             10.000          42529.610
        19.048             11.053          42510.881
        19.048             12.105          42495.775
        19.048             13.158          42483.607
        19.048             14.211          42473.932
        19.048             15.263          42466.478
        19.048             16.316          42461.052
        19.048             17.368          42457.535
        19.048             18.421          42455.849
        19.048             19.474          42455.968
        19.048             20.526          42457.890
        19.048             21.579          42461.658
        19.048             22.632          42467.343
        19.048             23.684          42475.075
        19.048             24.737          42485.057
        19.048             25.789          42497.590
        19.048             26.842          42513.121
        19.048             27.895          42532.405
        19.048             28.947          42556.829
        19.048             30.000          37030.007
        19.048             31.053          37000.822
        19.048             32.105          42568.626
        19.048             33.158          42541.471
        19.048             34.211          42520.346
        19.048             35.263          42503.420
        19.048             36.316          42489.757
        19.048             37.368          42478.800
        19.048             38.421          42470.190
        19.048             39.474          42463.697
        19.048             40.526          42459.174
        19.048             41.579          42456.521
        19.048             42.632          42455.684
        19.048             43.684          42456.644
        19.048             44.737          42459.415
        19.048             45.789          42464.065
        19.048             46.842          42470.692
        19.048             47.895          42479.450
        19.048             48.947          42490.578
        19.048             50.000          42504.433
        19.048             51.053          42521.599
        19.048             52.105          42543.053
        19.048             53.158          42570.712
        19.048             54.211          36999.247
        19.048             55.263          39755.797
        19.048             56.316          39731.629
        19.048             57.368          39714.783
        19.048             58.421          39702.385
        19.048             59.474          39693.102
        19.048             60.526          39686.193
        19.048             61.579          39681.181
        19.048             62.632          39677.748
        19.048             63.684          39675.654
        19.048             64.737          39674.741
        19.048             65.789          39674.872
        19.048             66.842          39675.946
        19.048             67.895          39677.879
        19.048             68.947          39680.606
        19.048             70.000          39684.072
        19.048             71.053          39688.230
        19.048             72.105          39693.045
        19.048             73.158          39698.483
        19.048             74.211          39704.518
        19.048             75.263          39711.127
        19.048             76.316          39718.296
        19.048             77.368          39726.002
        19.048             78.421          34097.180
        19.048             79.474          34066.304
        19.048             80.526          34046.103
        19.048             81.579          34031.559
        19.048             82.632          34020.737
        19.048             83.684          34012.635
        19.048             84.737          34006.662
        19.048             85.789          34002.418
        19.048             86.842          33999.633
        19.048             87.895          33998.112
        19.048             88.947          33997.701
        19.048             90.000          33998.284
        19.048             91.053          33999.768
        19.048             92.105          34002.080
        19.048             93.158          34005.158
        19.048             94.211          34008.952
        19.048             95.263          34013.426
        19.048             96.316          34018.535
        19.048             97.368          34024.254
        19.048             98.421          34030.560
        19.048             99.474          34037.429
        19.048            100.526          34044.849
        19.048            101.579          28447.170
        19.048            102.632          28403.830
        19.048            103.684          28378.990
        19.048            104.737          28361.779
        19.048            105.789          28349.139
        19.048            106.842          28339.677
        19.048            107.895          28332.629
        19.048            108.947          28327.503
        19.048            110.000          28323.975
        19.048            111.053          28321.798
        19.048            112.105          28320.811
        19.048            113.158          28320.877
        19.048            114.211          28321.892
        19.048            115.263          28323.771
        19.048            116.316          28326.448
        19.048            117.368          28329.866
        19.048            118.421          28333.980
        19.048            119.474          28338.752
        19.048            240.526          42468.703
        19.048            241.579          42476.863
        19.048            242.632          42487.320
        19.048            243.684          42500.399
        19.048            244.737          42516.595
        19.048            245.789          42536.757
        19.048            246.842          42562.460
        19.048            247.895          37009.274
        19.048            248.947          37008.910
        19.048            250.000          42562.642
        19.048            251.053          42536.902
        19.048            252.105          42516.707
        19.048            253.158          42500.485
        19.048            254.211          42487.392
        19.048            255.263          42476.924
        19.048            256.316          42468.747
        19.048            257.368          42462.652
        19.048            258.421          42458.505
        19.048            259.474          42456.217
        19.048            260.526          42455.732
        19.048            261.579          42457.047
        19.048            262.632          42460.182
        19.048            263.684          42465.214
        19.048            264.737          42472.240
        19.048            265.789          42481.449
        19.048            266.842          42493.083
        19.048            267.895          42507.536
        19.048            268.947          42525.453
        19.048            270.000          42547.932
        19.048            271.053          42577.223
        19.048            272.105          36997.000
        19.048            273.158          42579.711
        19.048            274.211          42549.773
        19.048            275.263          42526.901
        19.048            276.316          42508.701
        19.048            277.368          42494.018
        19.048            278.421          42482.196
        19.048            279.474          42472.829
        19.048            280.526          42465.650
        19.048            281.579          42460.484
        19.048            282.632          42457.210
        19.048            283.684          42455.762
        19.048            284.737          42456.117
        19.048            285.789          42458.279
        19.048            286.842          42462.295
        19.048            287.895          42468.240
        19.048            288.947          42476.256
        19.048            290.000          42486.553
        19.048            291.053          42499.449
        19.048            292.105          42515.419
        19.048            293.158          42535.284
        19.048            294.211          42560.548
        19.048            295.263          37013.806
        19.048            296.316          37005.521
        19.048            297.368          42564.597
        19.048            298.421          42538.401
        19.048            299.474          42517.903
        19.048            300.526          42501.454
        19.048            301.579          42488.171
        19.048            302.632          42477.540
        19.048            303.684          42469.219
        19.048            304.737          42462.992
        19.048            305.789          42458.720
        19.048            306.842          42456.311
        19.048            307.895          42455.708
        19.048            308.947          42456.905
        19.048            310.000          42459.918
        19.048            311.053          42464.822
        19.048            312.105          42471.713
        19.048            313.158          42480.772
        19.048            314.211          42492.236
        19.048            315.263          42506.487
        19.048            316.316          42524.149
        19.048            317.368          42546.278
        19.048            318.421          42575.004
        19.048            319.474          36997.375
        19.048            320.526          42582.042
        19.048            321.579          42551.490
        19.048            322.632          42528.245
        19.048            323.684          42509.781
        19.048            324.737          42494.890
        19.048            325.789          42482.894
        19.048            326.842          42473.376
        19.048            327.895          42466.060
        19.048            328.947          42460.764
        19.048            330.000          42457.368
        19.048            331.053          42455.802
        19.048            332.105          42456.039
        19.048            333.158          42458.080
        19.048            334.211          42461.972
        19.048            335.263          42467.787
        19.048            336.316          42475.660
        19.048            337.368          42485.799
        19.048            338.421          42498.513
        19.048            339.474          42514.264
        19.048            340.526          42533.834
        19.048            341.579          42558.671
        19.048            342.632          37020.041
        19.048            343.684          37002.877
        19.048            344.737          42566.591
        19.048            345.789          42539.924
        19.048            346.842          42519.115
        19.048            347.895          42502.428
        19.048            348.947          42488.958
        19.048            350.000          42478.165
        19.048            351.053          42469.700
        19.048            352.105          42463.340
        19.048            353.158          42458.943
        19.048            354.211          42456.411
        19.048            355.263          42455.692
        19.048            356.316          42456.770
        19.048            357.368          42459.662
        19.048            358.421          42464.440
        19.048            359.474          42471.195
        20.000              0.526          42519.736
        20.000              1.579          42531.913
        20.000              2.632          42547.220
        20.000              3.684          42566.469
        20.000              4.737          42591.163
        20.000              5.789          42624.835
        20.000              6.842          42682.246
        20.000              7.895          42639.677
        20.000              8.947          42601.155
        20.000             10.000          42574.032
        20.000             11.053          42553.184
        20.000             12.105          42536.671
        20.000             13.158          42523.504
        20.000             14.211          42513.118
        20.000             15.263          42505.153
        20.000             16.316          42499.372
        20.000             17.368          42495.635
        20.000             18.421          42493.851
        20.000             19.474          42493.975
        20.000             20.526          42496.019
        20.000             21.579          42500.020
        20.000             22.632          42506.072
        20.000             23.684          42514.345
        20.000             24.737          42525.071
        20.000             25.789          42538.639
        20.000             26.842          42555.650
        20.000             27.895          42577.183
        20.000             28.947          42605.401
        20.000             30.000          42646.331
        20.000             31.053          42671.291
        20.000             32.105          42619.625
        20.000             33.158          42587.503
        20.000             34.211          42563.661
        20.000             35.263          42545.005
        20.000             36.316          42530.147
        20.000             37.368          42518.333
        20.000             38.421          42509.110
        20.000             39.474          42502.193
        20.000             40.526          42497.379
        20.000             41.579          42494.564
        20.000             42.632          42493.676
        20.000             43.684          42494.688
        20.000             44.737          42497.635
        20.000             45.789          42502.585
        20.000             46.842          42509.647
        20.000             47.895          42519.031
        20.000             48.947          42531.022
        20.000             50.000          42546.103
        20.000             51.053          42565.058
        20.000             52.105          42589.321
        20.000             53.158          42622.198
        20.000             54.211          42676.513
        20.000             55.263          39797.834
        20.000             56.316          39765.464
        20.000             57.368          39744.564
        20.000             58.421          39729.574
        20.000             59.474          39718.414
        20.000             60.526          39710.049
        20.000             61.579          39703.846
        20.000             62.632          39699.401
        20.000             63.684          39696.438
        20.000             64.737          39694.753
        20.000             65.789          39694.190
        20.000             66.842          39694.631
        20.000             67.895          39695.981
        20.000             68.947          39698.164
        20.000             70.000          39701.118
        20.000             71.053          39704.793
        20.000             72.105          39709.145
        20.000             73.158          39714.139
        20.000             74.211          39719.746
        20.000             75.263          39725.939
        20.000             76.316          39732.702
        20.000             77.368          39740.008
        20.000             78.421          34150.301
        20.000             79.474          34103.598
        20.000             80.526          34077.776
        20.000             81.579          34060.012
        20.000             82.632          34046.986
        20.000             83.684          34037.229
        20.000             84.737          34029.932
        20.000             85.789          34024.590
        20.000             86.842          34020.872
        20.000             87.895          34018.524
        20.000             88.947          34017.380
        20.000             90.000          34017.299
        20.000             91.053          34018.175
        20.000             92.105          34019.923
        20.000             93.158          34022.473
        20.000             94.211          34025.770
        20.000             95.263          34029.766
        20.000             96.316          34034.422
        20.000             97.368          34039.706
        20.000             98.421          34045.589
        20.000             99.474          34052.049
        20.000            100.526          34059.066
        20.000            101.579          34066.624
        20.000            102.632          28446.767
        20.000            103.684          28413.184
        20.000            104.737          28391.769
        20.000            105.789          28376.471
        20.000            106.842          28365.098
        20.000            107.895          28356.572
        20.000            108.947          28350.241
        20.000            110.000          28345.689
        20.000            111.053          28342.637
        20.000            112.105          28340.872
        20.000            113.158          28340.239
        20.000            114.211          28340.617
        20.000            115.263          28341.910
        20.000            116.316          28344.040
        20.000            117.368          28346.945
        20.000            118.421          28350.574
        20.000            119.474          28354.882
        20.000            240.526          42507.521
        20.000            241.579          42516.257
        20.000            242.632          42527.510
        20.000            243.684          42541.694
        20.000            244.737          42559.496
        20.000            245.789          42582.125
        20.000            246.842          42612.130
        20.000            247.895          42657.509
        20.000            248.947          42657.893
        20.000            250.000          42612.348
        20.000            251.053          42582.280
        20.000            252.105          42559.629
        20.000            253.158          42541.799
        20.000            254.211          42527.592
        20.000            255.263          42516.319
        20.000            256.316          42507.570
        20.000            257.368          42501.080
        20.000            258.421          42496.672
        20.000            259.474          42494.239
        20.000            260.526          42493.725
        20.000            261.579          42495.115
        20.000            262.632          42498.451
        20.000            263.684          42503.806
        20.000            264.737          42511.310
        20.000            265.789          42521.175
        20.000            266.842          42533.735
        20.000            267.895          42549.505
        20.000            268.947          42569.361
        20.000            270.000          42594.961
        20.000            271.053          42630.360
        20.000            272.105          37128.976
        20.000            273.158          42633.543
        20.000            274.211          42597.105
        20.000            275.263          42570.984
        20.000            276.316          42550.791
        20.000            277.368          42534.760
        20.000            278.421          42521.988
        20.000            279.474          42511.935
        20.000            280.526          42504.273
        20.000            281.579          42498.766
        20.000            282.632          42495.290
        20.000            283.684          42493.759
        20.000            284.737          42494.134
        20.000            285.789          42496.433
        20.000            286.842          42500.696
        20.000            287.895          42507.029
        20.000            288.947          42515.609
        20.000            290.000          42526.685
        20.000            291.053          42540.664
        20.000            292.105          42558.195
        20.000            293.158          42580.445
        20.000            294.211          42609.833
        20.000            295.263          42653.591
        20.000            296.316          42662.063
        20.000            297.368          42614.710
        20.000            298.421          42583.989
        20.000            299.474          42560.950
        20.000            300.526          42542.854
        20.000            301.579          42528.431
        20.000            302.632          42516.979
        20.000            303.684          42508.073
        20.000            304.737          42501.442
        20.000            305.789          42496.899
        20.000            306.842          42494.339
        20.000            307.895          42493.701
        20.000            308.947          42494.965
        20.000            310.000          42498.170
        20.000            311.053          42503.390
        20.000            312.105          42510.745
        20.000            313.158          42520.452
        20.000            314.211          42532.817
        20.000            315.263          42548.353
        20.000            316.316          42567.903
        20.000            317.368          42593.043
        20.000            318.421          42627.552
        20.000            319.474          37136.775
        20.000            320.526          42636.556
        20.000            321.579          42599.109
        20.000            322.632          42572.492
        20.000            323.684          42551.978
        20.000            324.737          42535.710
        20.000            325.789          42522.740
        20.000            326.842          42512.519
        20.000            327.895          42504.708
        20.000            328.947          42499.065
        20.000            330.000          42495.458
        20.000            331.053          42493.801
        20.000            332.105          42494.051
        20.000            333.158          42496.222
        20.000            334.211          42500.354
        20.000            335.263          42506.546
        20.000            336.316          42514.972
        20.000            337.368          42525.872
        20.000            338.421          42539.644
        20.000            339.474          42556.913
        20.000            340.526          42578.800
        20.000            341.579          42607.591
        20.000            342.632          42649.878
        20.000            343.684          42666.510
        20.000            344.737          42617.134
        20.000            345.789          42585.729
        20.000            346.842          42562.294
        20.000            347.895          42543.922
        20.000            348.947          42529.282
        20.000            350.000          42517.650
        20.000            351.053          42508.587
        20.000            352.105          42501.813
        20.000            353.158          42497.134
        20.000            354.211          42494.447
        20.000            355.263          42493.684
        20.000            356.316          42494.822
        20.000            357.368          42497.898
        20.000            358.421          42502.983
        20.000            359.474          42510.191
        20.952              0.526          42560.489
        20.952              1.579          42573.734
        20.952              2.632          42590.590
        20.952              3.684          42612.210
        20.952              4.737          42641.048
        20.952              5.789          42684.540
        20.952              6.842          48301.960
        20.952              7.895          42707.673
        20.952              8.947          42653.260
        20.952             10.000          42620.881
        20.952             11.053          42597.225
        20.952             12.105          42578.942
        20.952             13.158          42564.576
        20.952             14.211          42553.353
        20.952             15.263          42544.787
        20.952             16.316          42538.609
        20.952             17.368          42534.617
        20.952             18.421          42532.716
        20.952             19.474          42532.852
        20.952             20.526          42535.021
        20.952             21.579          42539.292
        20.952             22.632          42545.775
        20.952             23.684          42554.669
        20.952             24.737          42566.281
        20.952             25.789          42581.102
        20.952             26.842          42599.988
        20.952             27.895          42624.540
        20.952             28.947          42658.584
        20.952             30.000          42720.255
        20.952             31.053          48301.990
        20.952             32.105          42677.255
        20.952             33.158          42636.669
        20.952             34.211          42609.019
        20.952             35.263          42588.129
        20.952             36.316          42571.802
        20.952             37.368          42558.973
        20.952             38.421          42549.036
        20.952             39.474          42541.617
        20.952             40.526          42536.482
        20.952             41.579          42533.476
        20.952             42.632          42532.523
        20.952             43.684          42533.607
        20.952             44.737          42536.754
        20.952             45.789          42542.035
        20.952             46.842          42549.615
        20.952             47.895          42559.726
        20.952             48.947          42572.761
        20.952             50.000          42589.351
        20.952             51.053          42610.604
        20.952             52.105          42638.838
        20.952             53.158          42680.815
        20.952             54.211          45435.161
        20.952             55.263          39854.173
        20.952             56.316          39803.406
        20.952             57.368          39776.563
        20.952             58.421          39758.238
        20.952             59.474          39744.828
        20.952             60.526          39734.774
        20.952             61.579          39727.233
        20.952             62.632          39721.679
        20.952             63.684          39717.775
        20.952             64.737          39715.258
        20.952             65.789          39713.958
        20.952             66.842          39713.731
        20.952             67.895          39714.469
        20.952             68.947          39716.085
        20.952             70.000          39718.509
        20.952             71.053          39721.683
        20.952             72.105          39725.559
        20.952             73.158          39730.099
        20.952             74.211          39735.267
        20.952             75.263          39741.035
        20.952             76.316          39747.385
        20.952             77.368          39754.284
        20.952             78.421          39761.725
        20.952             79.474          34147.743
        20.952             80.526          34112.417
        20.952             81.579          34090.261
        20.952             82.632          34074.504
        20.952             83.684          34062.798
        20.952             84.737          34053.995
        20.952             85.789          34047.439
        20.952             86.842          34042.688
        20.952             87.895          34039.461
        20.952             88.947          34037.531
        20.952             90.000          34036.747
        20.952             91.053          34036.983
        20.952             92.105          34038.141
        20.952             93.158          34040.142
        20.952             94.211          34042.923
        20.952             95.263          34046.431
        20.952             96.316          34050.622
        20.952             97.368          34055.458
        20.952             98.421          34060.910
        20.952             99.474          34066.951
        20.952            100.526          34073.559
        20.952            101.579          34080.715
        20.952            102.632          28506.424
        20.952            103.684          28451.707
        20.952            104.737          28424.050
        20.952            105.789          28405.313
        20.952            106.842          28391.640
        20.952            107.895          28381.395
        20.952            108.947          28373.707
